         2073510 function calls (2020593 primitive calls) in 128.153 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <decorator-gen-93>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-95>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-96>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-97>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-98>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-99>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        3    0.000    0.000    0.008    0.003 <frozen importlib._bootstrap>:1002(_gcd_import)
 1931/949    0.003    0.000    0.828    0.001 <frozen importlib._bootstrap>:1017(_handle_fromlist)
     3348    0.007    0.000    0.008    0.000 <frozen importlib._bootstrap>:103(release)
     2123    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
     2123    0.002    0.000    0.020    0.000 <frozen importlib._bootstrap>:147(__enter__)
     2123    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:151(__exit__)
     3348    0.010    0.000    0.015    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     2098    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:176(cb)
     1225    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
   2409/8    0.001    0.000    2.407    0.301 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
    18950    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
     2052    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:342(__init__)
     1619    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:35(_new_module)
     3422    0.002    0.000    0.019    0.000 <frozen importlib._bootstrap>:376(cached)
     4770    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:389(parent)
     1849    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
       21    0.000    0.000    0.018    0.001 <frozen importlib._bootstrap>:406(spec_from_loader)
     1813    0.007    0.000    0.035    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
1814/1812    0.003    0.000    0.110    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(_module_repr_from_spec)
     2098    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
       15    0.000    0.000    0.023    0.002 <frozen importlib._bootstrap>:613(_load_backward_compatible)
   1829/8    0.008    0.000    2.408    0.301 <frozen importlib._bootstrap>:650(_load_unlocked)
     2033    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
     3348    0.007    0.000    0.008    0.000 <frozen importlib._bootstrap>:78(acquire)
     2027    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:800(find_spec)
     6678    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap>:863(__enter__)
     6678    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:872(_resolve_name)
